id,product_text,retailer,category
5137,ALEXIA BAQUETTE,Publix,frozen foods
5138,PBX MOZZARELLA CHU,Kroger,dairy
5139,T CATFOOD,Kroger,pets
5140,ROGR SAINS,Kroger,not an item
5141,AWBERRY,Kroger,produce
5142,TERMELON,Kroger,produce
5143,OIKOS COCONUTVAN,Publix,dairy
5144,COS SWTSPCY SALMN,Publix,canned goods & soups
5145,BBRHD BOLOGNA,Kroger,deli
5146,IRSH SPRNG BDYWSH,Kroger,beauty & grooming
5147,BIG K CHERRY COLA,Kroger,beverages
5148,WITH OUR L0,Kroger,not an item
5149,DDLKB SALAD,Kroger,produce
5150,KRO HONEY CRSP PPC,Kroger,"snacks, cookies, & chips"
5151,PPER BELL HH REDPC,Kroger,produce
5152,ROMAN SAUSAGE,Kroger,"meat, seafood, & poultry"
5153,KKL AIDDDRINKMIX,Kroger,beverages
5154,STO BLUE AGAVE,Kroger,"condiments, sauces & seasonings"
5155,N0 PURCHAE,Kroger,not an item
5156,LETTUEHEAD,Kroger,produce
5157,BINDER,Kroger,household essentials
5158,BOLOGN,Kroger,deli
5159,PERFPROT VAN CHAI,Publix,beverages
5160,B OAT CRL,Kroger,breakfast & cereal
5161,INTRNTL DLT CRMR KT,Kroger,dairy
5162,ACTMOUTHWASHH,Kroger,health & wellness
5163,JIFPPEANUTDBUTTER,Kroger,"condiments, sauces & seasonings"
5164,DELMNT PEARS,Kroger,canned goods & soups
5165,GAIN MNDSE,Kroger,household essentials
5166,PBX SOCKEYE FILLET,Publix,frozen foods
5167,MARKETCGROUND BEEFF,Publix,"meat, seafood, & poultry"
5168,PRSL GD A SYRUP,Kroger,"condiments, sauces & seasonings"
5169,MRYB FZ BISC,Kroger,frozen foods
5170,KKROBACON PPC,Kroger,"meat, seafood, & poultry"
5171,HNY HAM GNG,Kroger,deli
5172,PPREGO PIZZA SAUCE,Kroger,"condiments, sauces & seasonings"
5173,PPK LOIN CHOP PPC,Kroger,"meat, seafood, & poultry"
5174,HTGF CHKN LEG QRTRPC,Kroger,"meat, seafood, & poultry"
5175,V8 SPLASH STRALEM,Publix,beverages
5176,MEATSEAFD,Kroger,"meat, seafood, & poultry"
5177,REFRIEDBEANS,Kroger,canned goods & soups
5178,APPLEDIPPERZ PB,Publix,"snacks, cookies, & chips"
5179,2FR 30,Publix,not an item
5180,BRHD CKN BRST,Publix,deli
5181,HRED CHEESE PPC,Kroger,dairy
5182,OQKER GRANOLABBAR,Kroger,"snacks, cookies, & chips"
5183,KRO LEMON GREEK YOPC,Kroger,dairy
5184,F IUOOA,Kroger,beverages
5185,GG L0 SODIUM CORN,Publix,canned goods & soups
5186,KROGER S NGS,Kroger,not an item
5187,MMILK CHOC,Kroger,dairy
5188,FILLER PAPER 150CT,Kroger,household essentials
5189,RR SPOUP BONES CHK,Publix,canned goods & soups
5190,CMTY COF SNGL SRV,Kroger,beverages
5191,LANTRO,Kroger,"condiments, sauces & seasonings"
5192,SBR MUSTARD BBQ SC,Publix,"condiments, sauces & seasonings"
5193,SC SODA 2L 1,Kroger,beverages
5194,GATRADEPROPEL,Kroger,beverages
5195,PFPPRINCESS GLDFSHH,Publix,"snacks, cookies, & chips"
5196,LB CHOC CHIPMUFFF,Publix,bakery
5197,PLLEASE,Kroger,household essentials
5198,BBRHD BBY SWS,Kroger,dairy
5199,MRRY OLV BAR,Kroger,"snacks, cookies, & chips"
5200,KROGGER BEANS,Kroger,canned goods & soups
5201,CCASSH,Kroger,not an item
5202,BOUNCE SHTS REGULA,Publix,household essentials
5203,KRO CLN PAD,Kroger,beauty & grooming
5204,SOPH PITA,Kroger,bakery
5205,KKROOER SAVINGS,Kroger,not an item
5206,TTAGE CHS,Kroger,dairy
5207,NAPPA,Publix,produce
5208,MP RREUSABLEEBAG NP,Kroger,household essentials
5209,SEPTEMBER FUEL,Kroger,not an item
5210,POT,Kroger,produce
5211,SOS SCRUBBER SPNG,Publix,household essentials
5212,PRING SLT  VIN,Publix,"snacks, cookies, & chips"
5213,OMATOES PPC,Kroger,produce
5214,KKRO SMK HAM,Kroger,deli
5215,RREDEM 100PTS T0,Kroger,not an item
5216,DH DEVIL F00D CK,Publix,baking
5217,KRO SMKD PORK LINKPC,Kroger,"meat, seafood, & poultry"
5218,BBLBN SPREAD C,Kroger,dairy
5219,ACTLFPEACHH,Publix,dairy
5220,ANNUALCARD SAVFNGS,Kroger,not an item
5221,GER SAVIHGS,Kroger,not an item
5222,BRHD HAM,Kroger,"meat, seafood, & poultry"
5223,0S CRANGRPJUICE,Publix,beverages
5224,FR 50,Publix,not an item
5225,PLYTX GLOVES,Kroger,household essentials
5226,PSWT RZN VEG PPC,Kroger,frozen foods
5227,KRO GUAC SSNG,Kroger,"condiments, sauces & seasonings"
5228,KNORR PASTASIIDE,Kroger,grains & pasta
5229,KRO LASAGNA PPC,Kroger,frozen foods
5230,PPBX CUBAN GRAB G0,Publix,deli
5231,BEGGOMMINI WAFFLES,Kroger,frozen foods
5232,WRAPPC,Kroger,bakery
5233,GLVNA DRINK,Kroger,beverages
5234,KRO VEGOIL,Kroger,baking
5235,PUBLIXTPASTRY,Kroger,bakery
5236,PERDUE CHKN STRPS,Publix,frozen foods
5237,CRDNI DRESSING,Kroger,"condiments, sauces & seasonings"
5238,2 1 2 FOR 400,Publix,not an item
5239,KKRO BAGEL,Kroger,bakery
5240,BANQ CHKN NUGGETS,Publix,frozen foods
5241,HTGFCCHK DRM,Kroger,"meat, seafood, & poultry"
5242,8 2 FOR 500,Kroger,not an item
5243,GREX DRSNG,Kroger,"condiments, sauces & seasonings"
5244,OSCM BACON PPC,Kroger,"meat, seafood, & poultry"
5245,KRO SPREAD PPC,Kroger,dairy
5246,JD HNS PATTIES,Publix,"meat, seafood, & poultry"
5247,SABRAHUMMUS PPC,Kroger,"snacks, cookies, & chips"
5248,GER PEARS,Kroger,baby & kids
5249,RASPBRY PPC,Kroger,produce
5250,BBEVERAGE WARE,Kroger,household essentials
5251,PUB GRT ROMPARM,Kroger,dairy
5252,ORGANICCILANTRO,Publix,produce
5253,DM FRUIT CUPS,Publix,canned goods & soups
5254,HRB ES SPRAY GEL,Kroger,beauty & grooming
5255,CTONAPKINS,Kroger,household essentials
5256,GRP WHT ORG,Kroger,beverages
5257,LLIMIITONE 50 FUEL PT BONUS PER 7,Kroger,not an item
5258,IND RIV PURE 0J,Publix,beverages
5259,1070 HIGHWAY,Kroger,not an item
5260,CH BRST,Kroger,frozen foods
5261,LIIMITTONE 50 FUEL PTBONUS PER,Kroger,not an item
5262,CAMEL SLVR NP,Kroger,cigarettes & tobacco
5263,CSCD DISH,Kroger,household essentials
5264,KRO VITTD WHLMILKPC,Kroger,dairy
5265,KROE SAINGS,Kroger,not an item
5266,LAYS STAX ORIGNAL,Kroger,"snacks, cookies, & chips"
5267,KRO HAWAIIIAN BUNS,Kroger,bakery
5268,PILLS ROLLSCIN IC,Publix,bakery
5269,N FEBREZE,Kroger,household essentials
5270,PBX MONTJCK WPPR,Kroger,dairy
5271,WW SMTL FRZN MEAL,Kroger,frozen foods
5272,KIITBSC STOCK,Kroger,canned goods & soups
5273,KMC EECPN PAMPERS,Kroger,baby & kids
5274,MARUCHCCRM CHICKEN,Publix,canned goods & soups
5275,KDIET,Kroger,beverages
5276,PBX PARMESAN WEDGE,Publix,dairy
5277,FRSHLK WHL SWT CRN,Kroger,produce
5278,DDOLE NSA MAND ORG,Kroger,canned goods & soups
5279,MILD GUACAMOLE YCT,Publix,"snacks, cookies, & chips"
5280,CASC OAT BAR,Kroger,"snacks, cookies, & chips"
5281,KKRO APLJCE PPC,Kroger,beverages
5282,MW CHOC CHIPMUFF,Publix,baking
5283,HUNTCCHCE CUTTTOM,Publix,canned goods & soups
5284,COLG OPT WHTTP,Kroger,health & wellness
5285,TANGY CITRUS PUNCHH,Publix,beverages
5286,NORTHLND CRNPOMEG,Publix,beverages
5287,CHK FYR,Kroger,"meat, seafood, & poultry"
5288,CI GRDEN VEG BROTH,Publix,canned goods & soups
5289,ROGER SAVNS,Kroger,not an item
5290,N0 WHTHEATDBREAD,Publix,bakery
5291,STAYFREE ULTTHIN,Kroger,health & wellness
5292,AT ONE 0F OUR MARKETPLACE,Kroger,not an item
5293,LNFCGRK CRUYCHH,Publix,dairy
5294,ID WHTCCHC MACADAM,Publix,dairy
5295,PX PORK GRAVY MIX,Publix,"condiments, sauces & seasonings"
5296,PROG BEEFBROTH,Publix,canned goods & soups
5297,99 S,Kroger,not an item
5298,SC BB FITNESS BARS,Kroger,"snacks, cookies, & chips"
5299,SKITTLES EGG,Kroger,candy & gum
5300,SFTSOAP ALOE LIQ,Kroger,beauty & grooming
5301,GRAPES SWEETCELB,Publix,produce
5302,SHRED SAVINGS,Kroger,not an item
5303,SLHPUP MIX,Kroger,"condiments, sauces & seasonings"
5304,BBNTO BEAN CHIPS,Kroger,"snacks, cookies, & chips"
5305,SLICED YELL SQUASH,Publix,produce
5306,BNLANCE,Kroger,"snacks, cookies, & chips"
5307,LLBCHNTBABY,Kroger,baby & kids
5308,CAMP CHILI,Kroger,canned goods & soups
5309,KRO SCRUB,Kroger,beauty & grooming
5310,RIPE SNACK OLIVES,Publix,"condiments, sauces & seasonings"
5311,WT ONS PEELED,Kroger,produce
5312,VCMP CHILI,Kroger,canned goods & soups
5313,ALPO CHOP HOUSE,Publix,pets
5314,CKN NATBRST BL SL,Kroger,"meat, seafood, & poultry"
5315,BTROAT OATS,Kroger,breakfast & cereal
5316,PDGR DENTASTIX,Kroger,pets
5317,SSSAVINGS,Kroger,not an item
5318,PRMOTIAN,Publix,not an item
5319,PNGL SACK,Kroger,"snacks, cookies, & chips"
5320,L AIDDRNKMX,Kroger,beverages
5321,CLIF BAR CHO PB,Kroger,"snacks, cookies, & chips"
5322,LLO GELATN,Kroger,"snacks, cookies, & chips"
5323,DELI TEA PEACH 12,Publix,beverages
5324,DIIETCCOKE,Kroger,beverages
5325,STO CINN GRD,Kroger,baking
5326,DORITOS SINGLES,Publix,"snacks, cookies, & chips"
5327,PSWT FRZN VEG PPC,Kroger,frozen foods
5328,1 2 FOR 275,Publix,not an item
5329,N KRO PASTA FOB,Kroger,grains & pasta
5330,CAULLIFLOWER WHIITE,Kroger,produce
5331,MRS T4 CHS MEDLEY,Publix,dairy
5332,FCS SUSHI,Kroger,"meat, seafood, & poultry"
5333,BBACON PPC,Kroger,"meat, seafood, & poultry"
5334,Y TSTR STRDL,Kroger,frozen foods
5335,ST EGGS,Publix,dairy
5336,MSHRMBYBL,Kroger,produce
5337,TYSN PULLED CHCKN,Kroger,frozen foods
5338,PRED WINE VINEGAR,Publix,"condiments, sauces & seasonings"
5339,LEVER SOAP,Kroger,beauty & grooming
5340,LLIMIT ONE 50 FUEELPT BONUS PER 7,Kroger,not an item
5341,PBX CRMBLD BLUE CHH,Publix,dairy
5342,DRIIS STRAWBERRY PPC,Kroger,produce
5343,CARROTS BABY PBX,Publix,produce
5344,GRPFRT RIO FANCY,Kroger,canned goods & soups
5345,PRSL GENOA SALAMI,Kroger,deli
5346,GRNR GRW STRG SHMP,Kroger,beauty & grooming
5347,KRAFTMA,Kroger,grains & pasta
5348,LENDERS EGG,Kroger,bakery
5349,1 2 FOR 469,Kroger,not an item
5350,SC KKOGR SVINS,Kroger,not an item
5351,JD APPLEWOOD BACON,Publix,"meat, seafood, & poultry"
5352,STRBCK VIA LATTE,Kroger,beverages
5353,NUTTY BAR,Kroger,"snacks, cookies, & chips"
5354,QUESTCCOOKIESCRM,Kroger,health & wellness
5355,HIGHEST UNREDEEMED,Kroger,not an item
5356,L PEAS SG,Kroger,frozen foods
5357,WW SMTL FZ MEAL PPC,Kroger,frozen foods
5358,PMIO WTR ENHN,Kroger,beverages
5359,PSST SAGE,Kroger,baking
5360,KRAFT SLICES PPC,Kroger,dairy
5361,ASHBACK,Kroger,not an item
5362,KRO MIGRAINE,Kroger,health & wellness
5363,LNDRY DETRG,Kroger,household essentials
5364,GER SAVINES,Kroger,not an item
5365,X LNDRY DTRG,Kroger,household essentials
5366,KRO WHT CRAN STRWBPC,Kroger,beverages
5367,PUBLIX RAISNS,Kroger,produce
5368,LS SOUP,Kroger,canned goods & soups
5369,1 1 2 FOR 000,Publix,not an item
5370,WTT SQUASH SPAGHH,Kroger,produce
5371,770,Kroger,not an item
5372,MEATBALLSCHILLED,Publix,frozen foods
5373,SPRKL WTR,Kroger,beverages
5374,0S CRNBRY GRN CRSN,Publix,breakfast & cereal
5375,MUSCLE MILK,Kroger,beverages
5376,KRO HYD PEROXIDE,Kroger,health & wellness
5377,PUBLIX DIETCCHERRY,Publix,beverages
5378,MAYB MASCARA,Kroger,beauty & grooming
5379,INDEX CARDS 3X5,Publix,household essentials
5380,OLIVIO SPRD VEGETA,Publix,dairy
5381,ARNOLD TOP SLC HB,Publix,bakery
5382,LEAFY ROMAINEPC,Kroger,produce
5383,WIITHOR LOW,Kroger,not an item
5384,CBADBEEFPRAVIOLI,Publix,canned goods & soups
5385,KROGER EVENT,Kroger,not an item
5386,PHLSR SALAMI PPC,Kroger,deli
5387,WTT SQUASHZUCCHH,Kroger,produce
5388,CARN EVAP MLK PPC,Kroger,canned goods & soups
5389,L AIDDRINKMIX,Kroger,beverages
5390,PRO SPLITPEA,Publix,canned goods & soups
5391,2 089,Kroger,dairy
5392,IDAHN HASHBROWN,Kroger,frozen foods
5393,KRO IMT CRAB,Publix,"meat, seafood, & poultry"
5394,C JUUICE,Kroger,beverages
5395,BBB TUNA LMN PEPPER,Kroger,canned goods & soups
5396,KRO BTTR OLV OIL,Kroger,dairy
5397,BIC PENCIL,Kroger,household essentials
5398,NGGS,Kroger,dairy
5399,KRO CK DONUT,Kroger,bakery
5400,GER SAWNGS,Publix,not an item
5401,SC KRO CORN,Kroger,frozen foods
5402,DOLE FRUIT CUP PPC,Kroger,canned goods & soups
5403,M GQLDFISH,Kroger,"snacks, cookies, & chips"
5404,KRFTMIRACLE WHIPPPC,Kroger,"condiments, sauces & seasonings"
5405,B C CEASAR SALAD,Publix,produce
5406,PRSL SMOOTHIE,Kroger,beverages
5407,DDEBIT PAYMENT,Kroger,not an item
5408,KRO RICOTTAA,Kroger,dairy
5409,NBSC CHKN BIISCT,Kroger,"snacks, cookies, & chips"
5410,KRO 0N RING,Safeway,frozen foods
5411,KALE BUYCHH,Kroger,produce
5412,AUINGS,Publix,not an item
5413,SIRLOIN PETITE STK,Safeway,"meat, seafood, & poultry"
5414,M LOAF,Kroger,bakery
5415,DOLE RSPBRY PPC,Kroger,produce
5416,TYSON FUN CHKNUGG,Publix,frozen foods
5417,HUNTS OMATO SAUCE,Kroger,"condiments, sauces & seasonings"
5418,1 10700 YOPLAIT YOGURT,Kroger,dairy
5419,STFR MAC  CHS,Kroger,frozen foods
5420,2300 SAVINGS,Kroger,not an item
5421,PLT OGURT,Kroger,dairy
5422,0M PREM BEEFFRKS,Publix,"meat, seafood, & poultry"
5423,ACTIVIA RT FUSION,Publix,dairy
5424,CARANDO PEPPERONI,Publix,deli
5425,CLICK LLIST,Kroger,not an item
5426,GRNR FRC CONDIITNR,Kroger,beauty & grooming
5427,LLIIMIT ONE 50 FUELPT BONUS PER 7,Publix,not an item
5428,BBNS PZZA RLL,Kroger,frozen foods
5429,PEAS SG,Kroger,frozen foods
5430,WT CHRY RAINIER,Kroger,produce
5431,WT LETT LEAF RD,Kroger,produce
5432,150 OFF 2 SARGE,Publix,not an item
5433,RNGNTCORN,Kroger,frozen foods
5434,FRSKIES CHKNCRAB,Publix,pets
5435,RREYNOLD FOIL ECONO,Publix,household essentials
5436,GER SAVING8,Kroger,not an item
5437,ROUND STEAK PPC,Kroger,"meat, seafood, & poultry"
5438,TDDRESSING PPC,Kroger,"condiments, sauces & seasonings"
5439,PPAM SPRAY,Publix,baking
5440,OSCM LLNCHABLE,Kroger,"snacks, cookies, & chips"
5441,GECURE PIN T0 VERIFY YOUR,Kroger,not an item
5442,LLIIMIIT ONE 50 FUEL PTTBONUS PER 7,Kroger,not an item
5443,USIING YOUR DEBIT,Kroger,not an item
5444,QUAKQUICK OATS,Publix,breakfast & cereal
5445,THMS LITE NG MUF,Publix,bakery
5446,ASS0C DISCOUNT,Kroger,not an item
5447,KOGER SAINS,Kroger,not an item
5448,B BALLOON,Kroger,party & occasions
5449,LREGPRICE,Safeway,not an item
5450,SHOUT ACTION GEL,Publix,household essentials
5451,TURKEYHILL 0R SHELL,Kroger,deli
5452,G0G0 SQZ APPBANAN,Publix,canned goods & soups
5453,1 9 FOR 1000,Publix,not an item
5454,COLG PLUS TTHBRUSH,Kroger,health & wellness
5455,REMAIINIING,Safeway,not an item
5456,G00D THN GARLIC,Publix,"condiments, sauces & seasonings"
5457,WT APPLE FUJIEURO LG,Kroger,produce
5458,R SAVVINGS,Kroger,not an item
5459,LIMITONE 50 FUEE PT BONUS PER,Kroger,not an item
5460,BBRAGG APCD VING,Publix,"condiments, sauces & seasonings"
5461,BRK CC 2 LG CURD,Kroger,dairy
5462,5 FOR 300,Publix,not an item
5463,MFG CPN SAINS,Kroger,not an item
5464,NT ONIONS WHITE,Kroger,produce
5465,BROTH PPC,Kroger,canned goods & soups
5466,N ICE,Kroger,frozen foods
5467,ORE BEANS,Kroger,canned goods & soups
5468,KRO VNASSG,Kroger,"meat, seafood, & poultry"
5469,STAYFREE UTSL PAD,Publix,health & wellness
5470,ASPARAGUS PPC,Kroger,produce
5471,CKN NAT BRSTBL SL,Kroger,"meat, seafood, & poultry"
5472,DRTOS,Publix,"snacks, cookies, & chips"
5473,SUSHIDELIGHT,Publix,"meat, seafood, & poultry"
5474,BBRK CC LOW FAT,Publix,dairy
5475,HUNTDDCD TOM WPEP,Publix,canned goods & soups
5476,EFFECTIVE AUGST 23,Kroger,not an item
5477,FOR 0N 0F 100,Kroger,not an item
5478,KROEER SAVIINGS,Kroger,not an item
5479,RINK MIX,Kroger,beverages
5480,ANNUALCARD SAVIGS,Kroger,not an item
5481,Z SALSA,Kroger,"snacks, cookies, & chips"
5482,WT BNNAS,Kroger,produce
5483,ORSELS,Kroger,candy & gum
5484,CBAD SPAG  MEATBL,Kroger,canned goods & soups
5485,FSEL BBY SPRING MXPC,Kroger,produce
5486,BBCHC SARDINE,Kroger,canned goods & soups
5487,M GOLDFISH PPC,Kroger,"snacks, cookies, & chips"
5488,KRO WFL CONE,Kroger,bakery
5489,MS PEANUT PPC,Kroger,candy & gum
5490,KKRO POTATO CHIPS PPC,Kroger,"snacks, cookies, & chips"
5491,CMTY COFFEE PPC,Kroger,beverages
5492,CHEEZIT EXTRA TST,Publix,"snacks, cookies, & chips"
5493,CMBRLND HAM PPC,Kroger,deli
5494,WT TTOMATOES ROMA VL,Kroger,produce
5495,PRSL BF ORG,Kroger,"meat, seafood, & poultry"
5496,TTHPSTE,Kroger,health & wellness
5497,KKRO KRAUT,Kroger,canned goods & soups
5498,R MNDRN ORNGE,Kroger,canned goods & soups
5499,PUBCCREAM OFMUSHH,Kroger,canned goods & soups
5500,KKRO OLIVE OIL,Kroger,baking
5501,MESH POUF,Kroger,beauty & grooming
5502,KOMBUCHA GINGERADE,Publix,beverages
5503,RUFFLES CHIPS PPC,Kroger,"snacks, cookies, & chips"
5504,KRO BAGELLS,Kroger,bakery
5505,GGNT RZN VEG BLNDPC,Kroger,frozen foods
5506,KRO SLOPPY JOE,Kroger,"condiments, sauces & seasonings"
5507,CSARDDOG F00D,Kroger,pets
5508,KKRO INS OTML,Kroger,breakfast & cereal
5509,W SYRUP,Kroger,"condiments, sauces & seasonings"
5510,MAY 2017KC 01 JUN,Kroger,not an item
5511,PSSTBBUNS,Kroger,bakery
5512,GATORADE A,Kroger,beverages
5513,BBE SFFLV RNCHBRC,Publix,frozen foods
5514,BUSHORIG BAKED BN,Publix,canned goods & soups
5515,JONES CANAD BACON,Publix,"meat, seafood, & poultry"
5516,HLLTHCH FZ ML,Kroger,frozen foods
5517,BUNS PPC,Kroger,bakery
5518,KKALEEBUNCH,Kroger,produce
5519,SSN TORTLLA PPC,Kroger,bakery
5520,HUNT PETITEDC TOM,Publix,canned goods & soups
5521,PPUBLIX RAISINS,Publix,produce
5522,TONEEBODYWASHH,Kroger,beauty & grooming
5523,BREAKFAST SSG,Kroger,"meat, seafood, & poultry"
5524,PUBLIX COD LOINS,Publix,"meat, seafood, & poultry"
5525,PLRCHASE,Kroger,not an item
5526,CROUTON GARLBTTR,Kroger,produce
5527,M LUNCHABLES,Kroger,"snacks, cookies, & chips"
5528,ARZ RX STRESS RELF,Publix,beverages
5529,N MAC CHDR,Kroger,grains & pasta
5530,DICED HAM PPC,Kroger,deli
5531,E AN ADDITIONAL,Kroger,not an item
5532,KRO CHEESE FPC,Kroger,dairy
5533,HUGG BABY WIPES PPC,Kroger,baby & kids
5534,RREDEEEM,Kroger,dairy
5535,PUB STM VG BLN ALP,Kroger,frozen foods
5536,REALEMON,Kroger,beverages
5537,TOUFAYAN SPINACHH,Kroger,bakery
5538,ECPN CREST TTHPST,Kroger,health & wellness
5539,KRO DISH POWDER,Kroger,household essentials
5540,KROLRGEGG,Kroger,dairy
5541,DORIITO C00 RANCH,Kroger,"snacks, cookies, & chips"
5542,ECPN 1 BAG SNACKS,Kroger,not an item
5543,GTS SYN GNGR TEA,Kroger,beverages
5544,DEOOORANT,Kroger,beauty & grooming
5545,N YOPLA,Kroger,dairy
5546,PEPST COLA PPC,Kroger,beverages
5547,QUAK RICE CK CHILI,Kroger,"snacks, cookies, & chips"
5548,RICEARONI,Kroger,grains & pasta
5549,LAY,Kroger,"snacks, cookies, & chips"
5550,R HUMMUS,Kroger,"snacks, cookies, & chips"
5551,LIIMITONE 50 FUELPT BONUS PER,Kroger,not an item
5552,L POPTARTT,Kroger,breakfast & cereal
5553,OM NACHOS GRANDE LPC,Kroger,"snacks, cookies, & chips"
5554,VENUS SHAVEEGEL,Kroger,beauty & grooming
5555,ORAL B PHLTH TB,Kroger,health & wellness
5556,L FZN FRT,Kroger,frozen foods
5557,SCCS IN RICE,Kroger,grains & pasta
5558,CMFRTS TDLR SHAKE,Kroger,baby & kids
5559,SIG TOMATO SAUCE,Safeway,"condiments, sauces & seasonings"
5560,PRSL HCKRY SMK HAM,Kroger,deli
5561,NIISS CHOW MEIN,Kroger,grains & pasta
5562,JHNS SAUSAGE LLINKSPC,Kroger,"meat, seafood, & poultry"
5563,PUMPKIN MINI ORANG,Publix,produce
5564,GLAD PLASTIC WRAP,Kroger,household essentials
5565,L HRD SLM GNG,Kroger,deli
5566,1G 2 FOR 400,Kroger,not an item
5567,BRHD HAVARTI,Kroger,dairy
5568,ASSOCIATE DIISC,Kroger,not an item
5569,CHK DRM,Kroger,"meat, seafood, & poultry"
5570,TOM SAUCE,Kroger,"condiments, sauces & seasonings"
5571,TORTILLA STR SNTFEPC,Kroger,"snacks, cookies, & chips"
5572,KKRO WHEATTORTILLAPC,Kroger,bakery
5573,SEE WEBSITE FOROFFICIAL,Kroger,not an item
5574,VIVA BR PRINTS 6RL,Publix,household essentials
5575,RR LAMB STEW,Publix,canned goods & soups
5576,LEMONS 0,Kroger,produce
5577,SHRIMP UPC 0007007700106 12,Kroger,frozen foods
5578,LACOSTJALAPNO,Kroger,canned goods & soups
5579,BUSHCCHILIBEAN,Publix,canned goods & soups
5580,WRGLY JCYFRTGUM,Kroger,candy & gum
5581,KKRO SPRKWTR,Kroger,beverages
5582,50 OFF HBC,Kroger,not an item
5583,COMBOS CHEDDAR,Kroger,"snacks, cookies, & chips"
5584,BAD SPAG RNG MTB,Kroger,canned goods & soups
5585,CBY JCK GNG,Kroger,dairy
5586,CMASHED POTATO,Kroger,boxed meals
5587,X CLEANER,Kroger,household essentials
5588,HUNTS TOMATO PUREE,Kroger,canned goods & soups
5589,RSTD CHCKN BRST,Kroger,frozen foods
5590,PUBLIX GRK CAFE,Kroger,dairy
5591,PROOUCE,Kroger,produce
5592,THIS MONTHS POINTC EXPIRE,Kroger,not an item
5593,NBSCRTZ BTS,Kroger,"snacks, cookies, & chips"
5594,EGG BTRS PASTEURIZ,Publix,dairy
5595,BBQ SCE PPC,Kroger,"condiments, sauces & seasonings"
5596,DDM PETITDDCD TOMAT,Kroger,canned goods & soups
5597,AGERESTRICTED,Kroger,not an item
5598,KROG MAC CHS,Kroger,grains & pasta
5599,PNCK MX,Kroger,baking
5600,POST RUITY PEBBLE,Publix,breakfast & cereal
5601,WRGLY ORBIT SPRMNTPC,Kroger,candy & gum
5602,STCY PTA CHP PPC,Kroger,"snacks, cookies, & chips"
5603,PPURE LF EA,Kroger,beverages
5604,KRO SAUSAGE PPC,Kroger,"meat, seafood, & poultry"
5605,CRND BEEF,Kroger,deli
5606,PRSL CKD HAM,Kroger,deli
5607,POSTCOCOA,Kroger,breakfast & cereal
5608,LBOWS,Kroger,grains & pasta
5609,UMMER FUEL,Kroger,not an item
5610,S KRER SWNS,Kroger,not an item
5611,MUCINEX CHILDRENS,Kroger,baby & kids
5612,KRO MED EGG PPC,Kroger,dairy
5613,VITD WHL MILKPC,Kroger,dairy
5614,WYLERS BOUL CKN CB,Publix,canned goods & soups
5615,MESHBODY SPONGE,Publix,beauty & grooming
5616,WT BBROCCOLLI,Kroger,produce
5617,JUNE FUEL,Kroger,not an item
5618,KKROGER FREEZER BAGPC,Kroger,household essentials
5619,GOYA PLANTAIN,Publix,produce
5620,PLBRY CAKE MIX PPC,Kroger,baking
5621,OCSP CRAISINS CR,Kroger,produce
5622,TTOTALLSAVINGS,Kroger,not an item
5623,KRO SWT POT WFFL,Publix,frozen foods
5624,KKRO YAMS,Kroger,produce
5625,OIKOS COCONUT VAN,Publix,dairy
5626,CLGHTRASPBRY TEA,Publix,beverages
5627,KKRFTDDRESSING PPC,Kroger,"condiments, sauces & seasonings"
5628,GER SAAVINGS,Kroger,not an item
5629,KRO PCN ROLLUPS,Kroger,bakery
5630,MC TAX,Publix,not an item
5631,BRHD YLW CHD,Kroger,dairy
5632,WT APLCRIPPS PINK,Publix,produce
5633,CUTRITE WAX PAPER,Kroger,household essentials
5634,EMRLD SWT,Kroger,produce
5635,KRO BUFF RNCH PCRNPC,Kroger,"condiments, sauces & seasonings"
5636,HRD SLM GNG,Kroger,deli
5637,JHN MRL BACON PPC,Kroger,"meat, seafood, & poultry"
5638,Y WASH,Kroger,baby & kids
5639,AITYOGURT,Kroger,dairy
5640,PURCHASSE,Kroger,not an item
5641,WT ZUCCHIINI,Kroger,produce
5642,BBUDDY FRUITBLUE,Kroger,canned goods & soups
5643,00 YOGURT,Kroger,dairy
5644,GIFTCCERT,Kroger,gift cards
5645,NJK POTATO,Kroger,produce
5646,BBRK CC SMOOTHCRMY,Kroger,dairy
5647,0 ORGNC THYME,Safeway,"condiments, sauces & seasonings"
5648,PBX EGG SALAD,Kroger,deli
5649,KRO CHEFSE PPC,Kroger,dairy
5650,KRO VEG LIL,Kroger,frozen foods
5651,KRO NAIL SHAPERS,Kroger,beauty & grooming
5652,SNGRG FETTUCCINE,Kroger,grains & pasta
5653,ANIMAL YOGURT,Kroger,dairy
5654,KRFTDDRESSING PPC,Kroger,"condiments, sauces & seasonings"
5655,BUITONI AGNOLOT,Kroger,grains & pasta
5656,OXICLEAN FRSHSCNT,Publix,household essentials
5657,GUACAMOLE MILD,Kroger,"snacks, cookies, & chips"
5658,WT PEACHES WHITE,Publix,produce
5659,PBX SWISS SINGLE,Publix,dairy
5660,KKRO SMK SAUS,Kroger,"meat, seafood, & poultry"
5661,KRO JELLY PPC,Kroger,"condiments, sauces & seasonings"
5662,TAI PEI PORK POTST,Publix,frozen foods
5663,CHILIS FZ MEAL,Kroger,frozen foods
5664,VIETTI CHILI,Kroger,canned goods & soups
5665,RED DEL EAST,Kroger,produce
